,sectors,industries,num_observations
946,[np.float32(7.0)],[np.float32(8.0)],741
948,[np.float32(4.0)],[np.float32(26.0)],748
949,[np.float32(4.0)],[np.float32(14.0)],147
950,[np.float32(1.0)],[np.float32(48.0)],364
951,[np.float32(3.0)],[np.float32(60.0)],61
953,[np.float32(11.0)],[np.float32(62.0)],751
954,[np.float32(11.0)],[np.float32(62.0)],724
955,[np.float32(4.0)],[np.float32(35.0)],749
958,[np.float32(8.0)],[np.float32(29.0)],524
959,[np.float32(3.0)],[np.float32(60.0)],748
961,[np.float32(3.0)],[np.float32(51.0)],8
964,[np.float32(4.0)],[np.float32(9.0)],746
965,[np.float32(3.0)],[np.float32(34.0)],107
966,[np.float32(4.0)],[np.float32(26.0)],745
969,[np.float32(3.0)],[np.float32(60.0)],744
970,[np.float32(8.0)],[np.float32(69.0)],208
972,[np.float32(8.0)],[np.float32(2.0)],256
975,[np.float32(1.0)],[np.float32(12.0)],36
976,[np.float32(7.0)],[np.float32(38.0)],748
977,[np.float32(3.0)],[np.float32(60.0)],751
980,[np.float32(4.0)],[np.float32(26.0)],308
981,[np.float32(7.0)],[np.float32(18.0)],747
982,[np.float32(2.0)],[np.float32(46.0)],720
987,[np.float32(8.0)],[np.float32(29.0)],746
988,[np.float32(3.0)],[np.float32(34.0)],747
989,[np.float32(3.0)],[np.float32(33.0)],751
992,[np.float32(8.0)],[np.float32(20.0)],751
993,[np.float32(12.0)],[np.float32(28.0)],748
994,[np.float32(3.0)],[np.float32(24.0)],27
995,[np.float32(4.0)],[np.float32(10.0)],157
996,[np.float32(4.0)],[np.float32(31.0)],739
997,[np.float32(4.0)],[np.float32(31.0)],533
999,[np.float32(8.0)],[np.float32(11.0)],751
1001,[np.float32(3.0)],[np.float32(17.0)],750
1004,[np.float32(4.0)],[np.float32(56.0)],751
1006,[np.float32(4.0)],[np.float32(30.0)],14
1007,[np.float32(8.0)],[np.float32(2.0)],749
1008,[np.float32(7.0)],[np.float32(38.0)],747
1012,[np.float32(12.0)],[np.float32(19.0)],747
1013,[np.float32(11.0)],[np.float32(15.0)],749
1014,[np.float32(3.0)],[np.float32(60.0)],749
1017,[np.float32(11.0)],[np.float32(64.0)],386
1018,[np.float32(8.0)],[np.float32(11.0)],749
1019,[np.float32(11.0)],[np.float32(62.0)],750
1020,[np.float32(11.0)],[np.float32(62.0)],749
1022,[np.float32(8.0)],[np.float32(69.0)],750
1023,[np.float32(3.0)],[np.float32(60.0)],736
1026,[np.float32(7.0)],[np.float32(18.0)],737
1027,[np.float32(3.0)],[np.float32(4.0)],747
1029,[np.float32(3.0)],[np.float32(43.0)],748
1031,[np.float32(4.0)],[np.float32(10.0)],10
1033,[np.float32(3.0)],[np.float32(24.0)],749
1034,[np.float32(3.0)],[np.float32(60.0)],21
1035,[np.float32(3.0)],[np.float32(60.0)],744
1036,[np.float32(4.0)],[np.float32(14.0)],749
1037,[np.float32(11.0)],[np.float32(64.0)],747
1038,[np.float32(11.0)],[np.float32(64.0)],120
1039,[np.float32(3.0)],[np.float32(43.0)],749
1040,[np.float32(8.0)],[np.float32(11.0)],750
1041,[np.float32(3.0)],[np.float32(68.0)],744
1044,[np.float32(2.0)],[np.float32(66.0)],272
1045,[np.float32(3.0)],[np.float32(60.0)],750
1046,[np.float32(11.0)],[np.float32(62.0)],749
1047,[np.float32(4.0)],[np.float32(56.0)],750
1048,[np.float32(4.0)],[np.float32(14.0)],749
1050,[np.float32(4.0)],[np.float32(31.0)],131
1051,[np.float32(3.0)],[np.float32(33.0)],701
1053,[np.float32(2.0)],[np.float32(46.0)],26
1055,[np.float32(11.0)],[np.float32(64.0)],563
1056,[np.float32(4.0)],[np.float32(30.0)],748
1057,[np.float32(8.0)],[np.float32(11.0)],738
1059,[np.float32(4.0)],[np.float32(14.0)],616
1062,[np.float32(1.0)],[np.float32(12.0)],122
1063,[np.float32(7.0)],[np.float32(38.0)],749
1064,[np.float32(7.0)],[np.float32(38.0)],742
1066,[np.float32(3.0)],[np.float32(7.0)],749
1067,[np.float32(4.0)],[np.float32(14.0)],240
1068,[np.float32(4.0)],[np.float32(31.0)],144
1069,[np.float32(3.0)],[np.float32(43.0)],749
1072,"[np.float32(3.0), np.float32(8.0)]","[np.float32(11.0), np.float32(67.0)]",749
1073,[np.float32(3.0)],[np.float32(33.0)],221
1074,[np.float32(4.0)],[np.float32(14.0)],750
1076,[np.float32(4.0)],[np.float32(14.0)],170
1077,[np.float32(8.0)],[np.float32(45.0)],751
1079,[np.float32(4.0)],[np.float32(26.0)],745
1080,[np.float32(7.0)],[np.float32(38.0)],750
1081,[np.float32(11.0)],[np.float32(62.0)],750
1082,[np.float32(4.0)],[np.float32(14.0)],750
1083,[np.float32(3.0)],[np.float32(34.0)],283
1084,[np.float32(8.0)],[np.float32(47.0)],227
1085,[np.float32(8.0)],[np.float32(11.0)],748
1086,[np.float32(7.0)],[np.float32(38.0)],748
1087,[np.float32(8.0)],[np.float32(49.0)],733
1089,[np.float32(11.0)],[np.float32(15.0)],750
1090,[np.float32(4.0)],[np.float32(30.0)],431
1095,[np.float32(4.0)],[np.float32(3.0)],741
1096,[np.float32(8.0)],[np.float32(11.0)],91
1097,[np.float32(8.0)],[np.float32(2.0)],8
1098,[np.float32(4.0)],[np.float32(31.0)],751
1102,[np.float32(4.0)],[np.float32(14.0)],749
1103,[np.float32(1.0)],[np.float32(12.0)],750
1104,[np.float32(11.0)],[np.float32(62.0)],13
1105,[np.float32(11.0)],[np.float32(62.0)],751
1106,[np.float32(8.0)],[np.float32(2.0)],450
1108,[np.float32(4.0)],[np.float32(56.0)],722
1109,[np.float32(6.0)],[np.float32(53.0)],748
1110,[np.float32(11.0)],[np.float32(62.0)],50
1112,[np.float32(7.0)],[np.float32(8.0)],749
1113,[np.float32(8.0)],[np.float32(29.0)],120
1116,[np.float32(11.0)],[np.float32(64.0)],750
1117,[np.float32(2.0)],[np.float32(66.0)],750
1118,[np.float32(3.0)],[np.float32(60.0)],747
1119,[np.float32(11.0)],[np.float32(64.0)],750
1121,[np.float32(7.0)],[np.float32(8.0)],750
1122,[np.float32(8.0)],[np.float32(21.0)],751
1123,[np.float32(7.0)],[np.float32(38.0)],737
1124,[np.float32(3.0)],[np.float32(33.0)],751
1126,[np.float32(3.0)],[np.float32(24.0)],751
1127,[np.float32(3.0)],[np.float32(7.0)],84
1129,[np.float32(11.0)],[np.float32(15.0)],21
1130,[np.float32(7.0)],[np.float32(8.0)],230
1132,[np.float32(8.0)],[np.float32(23.0)],751
1133,[np.float32(11.0)],[np.float32(62.0)],751
1134,[np.float32(6.0)],[np.float32(53.0)],749
1135,[np.float32(8.0)],[np.float32(21.0)],252
1140,[np.float32(11.0)],[np.float32(62.0)],105
1141,[np.float32(4.0)],[np.float32(10.0)],60
1143,[np.float32(4.0)],[np.float32(10.0)],282
1144,[np.float32(11.0)],[np.float32(62.0)],608
1146,[np.float32(8.0)],[np.float32(21.0)],687
1147,[np.float32(3.0)],[np.float32(6.0)],98
1148,[np.float32(4.0)],[np.float32(56.0)],748
1150,[np.float32(6.0)],[np.float32(53.0)],523
1151,[np.float32(11.0)],[np.float32(15.0)],737
1152,[np.float32(8.0)],[np.float32(11.0)],86
1153,[np.float32(11.0)],[np.float32(64.0)],165
1154,[np.float32(7.0)],[np.float32(18.0)],748
1156,[np.float32(8.0)],[np.float32(45.0)],751
1158,[np.float32(12.0)],[np.float32(19.0)],748
1159,[np.float32(1.0)],[np.float32(48.0)],747
1160,[np.float32(4.0)],[np.float32(30.0)],346
1163,[np.float32(12.0)],[np.float32(28.0)],614
1164,[np.float32(2.0)],[np.float32(39.0)],751
1167,[np.float32(12.0)],[np.float32(19.0)],696
1168,[np.float32(12.0)],[np.float32(28.0)],742
1169,[np.float32(2.0)],[np.float32(66.0)],750
1172,[np.float32(12.0)],[np.float32(28.0)],581
1173,[np.float32(3.0)],[np.float32(5.0)],748
1174,[np.float32(4.0)],[np.float32(10.0)],166
1176,[np.float32(3.0)],[np.float32(42.0)],110
1179,[np.float32(8.0)],[np.float32(2.0)],751
1180,[np.float32(2.0)],[np.float32(66.0)],1
1181,[np.float32(6.0)],[np.float32(54.0)],747
1183,[np.float32(12.0)],[np.float32(19.0)],746
1185,[np.float32(8.0)],[np.float32(69.0)],750
1186,[np.float32(11.0)],[np.float32(15.0)],603
1187,[np.float32(4.0)],[np.float32(14.0)],467
1191,[np.float32(11.0)],[np.float32(15.0)],747
1193,[np.float32(11.0)],[np.float32(64.0)],748
1196,[np.float32(7.0)],[np.float32(8.0)],750
1198,[np.float32(12.0)],[np.float32(19.0)],748
1199,[np.float32(11.0)],[np.float32(64.0)],227
1200,[np.float32(1.0)],[np.float32(41.0)],751
1201,[np.float32(3.0)],[np.float32(60.0)],476
1202,[np.float32(4.0)],[np.float32(30.0)],665
1203,[np.float32(4.0)],[np.float32(10.0)],746
1204,[np.float32(11.0)],[np.float32(62.0)],750
1208,[np.float32(11.0)],[np.float32(62.0)],72
1209,[np.float32(4.0)],[np.float32(56.0)],750
1210,[np.float32(3.0)],[np.float32(33.0)],751
1211,[np.float32(4.0)],[np.float32(56.0)],739
1213,[np.float32(12.0)],[np.float32(19.0)],368
1214,[np.float32(3.0)],[np.float32(36.0)],739
1217,[np.float32(2.0)],[np.float32(46.0)],751
1220,[np.float32(7.0)],[np.float32(61.0)],735
1221,[np.float32(2.0)],[np.float32(46.0)],747
1225,[np.float32(8.0)],[np.float32(69.0)],749
1228,[np.float32(12.0)],[np.float32(19.0)],740
1230,[np.float32(6.0)],[np.float32(54.0)],110
1232,[np.float32(6.0)],[np.float32(57.0)],748
1233,[np.float32(1.0)],[np.float32(12.0)],750
1234,[np.float32(2.0)],[np.float32(1.0)],750
1235,[np.float32(4.0)],[np.float32(30.0)],749
1237,[np.float32(4.0)],[np.float32(56.0)],494
1239,[np.float32(7.0)],[np.float32(8.0)],614
1240,[np.float32(11.0)],[np.float32(62.0)],748
1243,[np.float32(12.0)],[np.float32(19.0)],751
1245,[np.float32(11.0)],[np.float32(64.0)],750
1246,[np.float32(7.0)],[np.float32(38.0)],727
1247,[np.float32(3.0)],[np.float32(60.0)],751
1250,[np.float32(8.0)],[np.float32(44.0)],750
1251,[np.float32(2.0)],[np.float32(39.0)],750
1253,[np.float32(11.0)],[np.float32(64.0)],652
1256,[np.float32(3.0)],[np.float32(5.0)],160
1257,[np.float32(6.0)],[np.float32(53.0)],746
1260,[np.float32(1.0)],[np.float32(48.0)],742
1261,[np.float32(7.0)],[np.float32(8.0)],547
1262,[np.float32(3.0)],[np.float32(60.0)],678
1263,[np.float32(8.0)],[np.float32(20.0)],750
1264,[np.float32(11.0)],[np.float32(15.0)],58
1267,[np.float32(11.0)],[np.float32(64.0)],750
1268,[np.float32(7.0)],[np.float32(61.0)],261
1270,[np.float32(11.0)],[np.float32(52.0)],68
1271,[np.float32(7.0)],[np.float32(61.0)],244
1272,[np.float32(6.0)],[np.float32(53.0)],692
1273,[np.float32(6.0)],[np.float32(53.0)],681
1274,[np.float32(3.0)],[np.float32(6.0)],747
1276,[np.float32(2.0)],[np.float32(39.0)],750
1279,[np.float32(4.0)],[np.float32(30.0)],735
1282,[np.float32(12.0)],[np.float32(19.0)],749
1283,[np.float32(11.0)],[np.float32(64.0)],452
1284,[np.float32(6.0)],[np.float32(22.0)],86
1285,[np.float32(3.0)],[np.float32(24.0)],750
1286,[np.float32(4.0)],[np.float32(9.0)],750
1287,[np.float32(6.0)],[np.float32(53.0)],624
1289,[np.float32(3.0)],[np.float32(60.0)],51
1291,[np.float32(4.0)],[np.float32(56.0)],748
1292,[np.float32(7.0)],[np.float32(38.0)],751
1293,[np.float32(4.0)],[np.float32(16.0)],748
1296,[np.float32(7.0)],[np.float32(38.0)],749
1297,[np.float32(8.0)],[np.float32(49.0)],751
1300,[np.float32(3.0)],[np.float32(33.0)],748
1301,[np.float32(3.0)],[np.float32(42.0)],751
1305,[np.float32(8.0)],[np.float32(55.0)],750
1306,"[np.float32(4.0), np.float32(8.0)]","[np.float32(21.0), np.float32(30.0)]",751
1307,[np.float32(1.0)],[np.float32(41.0)],111
1309,[np.float32(11.0)],[np.float32(62.0)],23
1310,[np.float32(3.0)],[np.float32(60.0)],409
1313,[np.float32(2.0)],[np.float32(66.0)],165
1314,[np.float32(6.0)],[np.float32(22.0)],713
1317,[np.float32(11.0)],[np.float32(64.0)],749
1319,[np.float32(7.0)],[np.float32(8.0)],751
1320,[np.float32(7.0)],[np.float32(8.0)],749
1322,[np.float32(12.0)],[np.float32(19.0)],660
1323,[np.float32(8.0)],[np.float32(25.0)],750
1325,[np.float32(12.0)],[np.float32(19.0)],750
1327,"[np.float32(1.0), np.float32(3.0)]","[np.float32(12.0), np.float32(17.0)]",553
1329,[np.float32(3.0)],[np.float32(17.0)],751
1331,[np.float32(11.0)],[np.float32(62.0)],750
1334,[np.float32(4.0)],[np.float32(26.0)],393
1336,[np.float32(1.0)],[np.float32(12.0)],750
1337,[np.float32(4.0)],[np.float32(10.0)],33
1338,[np.float32(12.0)],[np.float32(19.0)],737
1342,[np.float32(2.0)],[np.float32(39.0)],389
1343,[np.float32(4.0)],[np.float32(56.0)],746
1344,[np.float32(11.0)],[np.float32(64.0)],30
1345,[np.float32(7.0)],[np.float32(38.0)],750
1349,[np.float32(7.0)],[np.float32(40.0)],101
1354,[np.float32(6.0)],[np.float32(53.0)],540
1355,[np.float32(4.0)],"[np.float32(10.0), np.float32(56.0)]",557
1359,[np.float32(7.0)],[np.float32(38.0)],125
1361,[np.float32(3.0)],[np.float32(5.0)],749
1366,[np.float32(4.0)],[np.float32(14.0)],750
1368,[np.float32(6.0)],[np.float32(53.0)],749
1370,[np.float32(3.0)],[np.float32(60.0)],750
1371,[np.float32(11.0)],[np.float32(62.0)],751
1373,[np.float32(4.0)],[np.float32(30.0)],334
1374,[np.float32(4.0)],[np.float32(30.0)],745
1377,[np.float32(11.0)],[np.float32(64.0)],6
1378,[np.float32(8.0)],[np.float32(69.0)],750
1379,[np.float32(3.0)],[np.float32(60.0)],445
1383,[np.float32(8.0)],[np.float32(49.0)],28
1384,[np.float32(4.0)],[np.float32(14.0)],722
1385,[np.float32(8.0)],[np.float32(29.0)],750
1387,[np.float32(2.0)],[np.float32(66.0)],44
1388,[np.float32(4.0)],[np.float32(14.0)],406
1389,[np.float32(3.0)],[np.float32(42.0)],748
1392,[np.float32(7.0)],"[np.float32(18.0), np.float32(38.0)]",742
1393,[np.float32(6.0)],[np.float32(53.0)],269
1394,[np.float32(6.0)],[np.float32(53.0)],268
1396,[np.float32(4.0)],[np.float32(56.0)],43
1397,[np.float32(7.0)],[np.float32(38.0)],751
1400,[np.float32(4.0)],[np.float32(10.0)],751
1401,[np.float32(6.0)],[np.float32(54.0)],31
1402,[np.float32(4.0)],[np.float32(16.0)],21
1404,[np.float32(7.0)],[np.float32(8.0)],746
1406,[np.float32(7.0)],[np.float32(38.0)],750
1408,[np.float32(4.0)],[np.float32(30.0)],751
1409,[np.float32(1.0)],[np.float32(48.0)],751
1410,[np.float32(8.0)],[np.float32(49.0)],99
1412,[np.float32(4.0)],[np.float32(14.0)],747
1414,[np.float32(6.0)],[np.float32(53.0)],234
1416,[np.float32(11.0)],[np.float32(64.0)],17
1417,[np.float32(1.0)],[np.float32(48.0)],744
1418,[np.float32(7.0)],[np.float32(18.0)],749
1420,[np.float32(3.0)],[np.float32(5.0)],751
1421,[np.float32(7.0)],[np.float32(38.0)],327
1422,[np.float32(11.0)],[np.float32(62.0)],436
1423,[np.float32(4.0)],[np.float32(30.0)],750
1426,[np.float32(7.0)],[np.float32(38.0)],751
1428,[np.float32(8.0)],[np.float32(11.0)],34
1429,[np.float32(1.0)],[np.float32(12.0)],446
1430,[np.float32(2.0)],[np.float32(46.0)],29
1431,[np.float32(8.0)],[np.float32(45.0)],751
1432,[np.float32(4.0)],[np.float32(14.0)],740
1433,[np.float32(8.0)],[np.float32(47.0)],633
1434,"[np.float32(8.0), np.float32(11.0)]","[np.float32(21.0), np.float32(64.0)]",750
1435,[np.float32(3.0)],[np.float32(60.0)],745
1437,[np.float32(1.0)],[np.float32(12.0)],747
1438,[np.float32(6.0)],[np.float32(53.0)],747
1441,[np.float32(1.0)],[np.float32(41.0)],750
1442,[np.float32(8.0)],[np.float32(25.0)],751
1448,[np.float32(4.0)],[np.float32(14.0)],472
1450,[np.float32(7.0)],[np.float32(8.0)],749
1451,[np.float32(3.0)],[np.float32(4.0)],746
1455,[np.float32(4.0)],[np.float32(26.0)],382
1456,[np.float32(3.0)],[np.float32(60.0)],98
1457,[np.float32(8.0)],[np.float32(69.0)],751
1458,[np.float32(4.0)],[np.float32(9.0)],751
1460,[np.float32(8.0)],[np.float32(21.0)],268
1461,[np.float32(11.0)],[np.float32(64.0)],749
1464,[np.float32(7.0)],[np.float32(8.0)],64
1465,[np.float32(2.0)],[np.float32(46.0)],228
1466,[np.float32(7.0)],[np.float32(8.0)],549
1467,[np.float32(12.0)],[np.float32(71.0)],245
1468,[np.float32(3.0)],[np.float32(60.0)],750
1469,[np.float32(7.0)],[np.float32(8.0)],749
1470,[np.float32(1.0)],[np.float32(48.0)],215
1474,[np.float32(7.0)],[np.float32(18.0)],749
1475,[np.float32(4.0)],[np.float32(14.0)],744
1476,[np.float32(3.0)],[np.float32(34.0)],411
1478,[np.float32(8.0)],[np.float32(55.0)],744
1480,[np.float32(7.0)],[np.float32(18.0)],748
1481,[np.float32(7.0)],[np.float32(18.0)],748
1484,[np.float32(7.0)],[np.float32(8.0)],50
1486,[np.float32(4.0)],[np.float32(10.0)],740
1488,[np.float32(4.0)],[np.float32(10.0)],73
1494,[np.float32(3.0)],[np.float32(5.0)],746
1496,[np.float32(1.0)],[np.float32(12.0)],750
1499,[np.float32(1.0)],[np.float32(41.0)],186
1501,[np.float32(3.0)],[np.float32(60.0)],751
1502,[np.float32(4.0)],[np.float32(56.0)],99
1503,[np.float32(7.0)],[np.float32(38.0)],458
1506,[np.float32(11.0)],[np.float32(62.0)],538
1507,[np.float32(2.0)],[np.float32(39.0)],22
1508,[np.float32(2.0)],[np.float32(46.0)],563
1510,[np.float32(7.0)],[np.float32(8.0)],548
1511,[np.float32(12.0)],[np.float32(28.0)],488
1512,[np.float32(4.0)],[np.float32(26.0)],749
1513,[np.float32(2.0)],[np.float32(46.0)],5
1514,[np.float32(12.0)],[np.float32(71.0)],77
1517,[np.float32(3.0)],[np.float32(5.0)],747
1518,[np.float32(3.0)],[np.float32(33.0)],590
1519,[np.float32(3.0)],[np.float32(4.0)],75
1520,[np.float32(11.0)],[np.float32(62.0)],735
1521,[np.float32(6.0)],[np.float32(54.0)],750
1523,[np.float32(7.0)],[np.float32(38.0)],745
1524,[np.float32(8.0)],[np.float32(55.0)],430
1525,[np.float32(7.0)],[np.float32(18.0)],730
1526,[np.float32(1.0)],[np.float32(48.0)],743
1528,[np.float32(6.0)],[np.float32(53.0)],748
1529,[np.float32(7.0)],[np.float32(8.0)],151
1530,[np.float32(3.0)],[np.float32(36.0)],747
1531,[np.float32(11.0)],[np.float32(62.0)],749
1532,[np.float32(8.0)],[np.float32(29.0)],751
1535,[np.float32(3.0)],[np.float32(34.0)],748
1536,[np.float32(4.0)],[np.float32(30.0)],561
1538,[np.float32(11.0)],[np.float32(64.0)],750
1540,[np.float32(7.0)],[np.float32(8.0)],750
1541,[np.float32(8.0)],[np.float32(21.0)],751
1543,[np.float32(12.0)],[np.float32(19.0)],748
1545,[np.float32(8.0)],[np.float32(55.0)],750
1554,[np.float32(2.0)],[np.float32(39.0)],21
1556,[np.float32(1.0)],[np.float32(12.0)],730
1558,[np.float32(8.0)],[np.float32(25.0)],555
1559,[np.float32(12.0)],[np.float32(19.0)],747
1561,[np.float32(8.0)],[np.float32(11.0)],436
1564,[np.float32(1.0)],[np.float32(48.0)],665
1566,[np.float32(4.0)],[np.float32(30.0)],748
1572,[np.float32(1.0)],[np.float32(41.0)],751
1574,[np.float32(2.0)],[np.float32(39.0)],170
1575,[np.float32(6.0)],[np.float32(53.0)],745
1579,[np.float32(8.0)],[np.float32(23.0)],83
1580,[np.float32(7.0)],[np.float32(8.0)],749
1581,[np.float32(11.0)],[np.float32(15.0)],94
1582,[np.float32(4.0)],[np.float32(9.0)],751
1583,[np.float32(6.0)],[np.float32(53.0)],744
1592,[np.float32(8.0)],[np.float32(49.0)],215
1593,[np.float32(2.0)],[np.float32(66.0)],83
1594,[np.float32(8.0)],[np.float32(29.0)],751
1595,[np.float32(11.0)],[np.float32(62.0)],751
1597,[np.float32(6.0)],[np.float32(53.0)],428
1601,[np.float32(1.0)],[np.float32(12.0)],296
1602,[np.float32(4.0)],[np.float32(30.0)],750
1603,[np.float32(11.0)],[np.float32(15.0)],10
1604,[np.float32(2.0)],[np.float32(39.0)],743
1605,[np.float32(11.0)],[np.float32(62.0)],751
1609,[np.float32(4.0)],[np.float32(26.0)],748
1610,[np.float32(2.0)],[np.float32(66.0)],731
1612,[np.float32(4.0)],[np.float32(9.0)],751
1613,[np.float32(8.0)],[np.float32(49.0)],751
1617,[np.float32(7.0)],[np.float32(8.0)],750
1618,"[np.float32(1.0), np.float32(6.0)]","[np.float32(13.0), np.float32(48.0)]",744
1619,[np.float32(7.0)],[np.float32(8.0)],747
1620,[np.float32(2.0)],[np.float32(66.0)],366
1622,[np.float32(8.0)],"[np.float32(2.0), np.float32(49.0)]",750
1625,[np.float32(4.0)],[np.float32(30.0)],748
1628,[np.float32(3.0)],[np.float32(7.0)],176
1629,[np.float32(11.0)],[np.float32(62.0)],747
1630,[np.float32(4.0)],[np.float32(56.0)],735
1631,[np.float32(8.0)],[np.float32(44.0)],691
1632,[np.float32(4.0)],[np.float32(30.0)],750
1633,[np.float32(8.0)],[np.float32(2.0)],30
1634,[np.float32(3.0)],[np.float32(60.0)],749
1635,[np.float32(4.0)],[np.float32(31.0)],751
1636,[np.float32(7.0)],[np.float32(38.0)],706
1637,[np.float32(3.0)],[np.float32(33.0)],751
1641,[np.float32(4.0)],[np.float32(26.0)],209
1644,[np.float32(3.0)],[np.float32(60.0)],3
1647,[np.float32(3.0)],[np.float32(60.0)],748
1651,[np.float32(8.0)],[np.float32(47.0)],750
1657,[np.float32(3.0)],[np.float32(6.0)],750
1658,[np.float32(7.0)],[np.float32(38.0)],748
1659,[np.float32(4.0)],[np.float32(30.0)],751
1664,[np.float32(3.0)],[np.float32(33.0)],745
1667,[np.float32(3.0)],[np.float32(34.0)],749
1670,[np.float32(8.0)],[np.float32(11.0)],750
